TIMESTAMP, VALUE
2019-01-28T00:59:00Z, 0.059
2019-01-28T01:00:00Z, 0.100
2019-01-28T01:01:00Z, 0.101
2019-01-28T01:02:00Z, 0.102
2019-01-28T01:03:00Z, 0.103
2019-01-28T01:04:00Z, 0.104
2019-01-28T01:05:00Z, 0.105
2019-01-28T01:06:00Z, 0.106
2019-01-28T01:07:00Z, 0.107
2019-01-28T01:08:00Z, 0.108
2019-01-28T01:09:00Z, 0.109
2019-01-28T01:10:00Z, 0.110
2019-01-28T01:11:00Z, 0.111
2019-01-28T01:12:00Z, 0.112
2019-01-28T01:13:00Z, 0.113
2019-01-28T01:14:00Z, 0.114
2019-01-28T01:15:00Z, 0.115
2019-01-28T01:16:00Z, 0.116
2019-01-28T01:17:00Z, 0.117
2019-01-28T01:18:00Z, 0.118
2019-01-28T01:19:00Z, 0.119
2019-01-28T01:20:00Z, 0.120
2019-01-28T01:21:00Z, 0.121
2019-01-28T01:22:00Z, 0.122
2019-01-28T01:23:00Z, 0.123
2019-01-28T01:24:00Z, 0.124
2019-01-28T01:25:00Z, 0.125
2019-01-28T01:26:00Z, 0.126
2019-01-28T01:27:00Z, 0.127
2019-01-28T01:28:00Z, 0.128
2019-01-28T01:29:00Z, 0.129
2019-01-28T01:30:00Z, 0.130
2019-01-28T01:31:00Z, 0.131
2019-01-28T01:32:00Z, 0.132
2019-01-28T01:33:00Z, 0.133
2019-01-28T01:34:00Z, 0.134
2019-01-28T01:35:00Z, 0.135
2019-01-28T01:36:00Z, 0.136
2019-01-28T01:37:00Z, 0.137
2019-01-28T01:38:00Z, 0.138
2019-01-28T01:39:00Z, 0.139
2019-01-28T01:40:00Z, 0.140
2019-01-28T01:41:00Z, 0.141
2019-01-28T01:42:00Z, 0.142
2019-01-28T01:43:00Z, 0.143
2019-01-28T01:44:00Z, 0.144
2019-01-28T01:45:00Z, 0.145
2019-01-28T01:46:00Z, 0.146
2019-01-28T01:47:00Z, 0.147
2019-01-28T01:48:00Z, 0.148
2019-01-28T01:49:00Z, 0.149
2019-01-28T01:50:00Z, 0.150
2019-01-28T01:51:00Z, 0.151
2019-01-28T01:52:00Z, 0.152
2019-01-28T01:53:00Z, 0.153
2019-01-28T01:54:00Z, 0.154
2019-01-28T01:55:00Z, 0.155
2019-01-28T01:56:00Z, 0.156
2019-01-28T01:57:00Z, 0.157
2019-01-28T01:58:00Z, 0.158
2019-01-28T01:59:00Z, 0.159
2019-01-28T02:00:00Z, 0.200
2019-01-28T02:01:00Z, 0.201
2019-01-28T02:02:00Z, 0.202
2019-01-28T02:03:00Z, 0.203
2019-01-28T02:04:00Z, 0.204
2019-01-28T02:05:00Z, 0.205
2019-01-28T02:06:00Z, 0.206
2019-01-28T02:07:00Z, 0.207
2019-01-28T02:08:00Z, 0.208
2019-01-28T02:09:00Z, 0.209
2019-01-28T02:10:00Z, 0.210
2019-01-28T02:11:00Z, 0.211
2019-01-28T02:12:00Z, 0.212
2019-01-28T02:13:00Z, 0.213
2019-01-28T02:14:00Z, 0.214
2019-01-28T02:15:00Z, 0.215
2019-01-28T02:16:00Z, 0.216
2019-01-28T02:17:00Z, 0.217
2019-01-28T02:18:00Z, 0.218
2019-01-28T02:19:00Z, 0.219
2019-01-28T02:20:00Z, 0.220
2019-01-28T02:21:00Z, 0.221
2019-01-28T02:22:00Z, 0.222
2019-01-28T02:23:00Z, 0.223
2019-01-28T02:24:00Z, 0.224
2019-01-28T02:25:00Z, 0.225
2019-01-28T02:26:00Z, 0.226
2019-01-28T02:27:00Z, 0.227
2019-01-28T02:28:00Z, 0.228
2019-01-28T02:29:00Z, 0.229
2019-01-28T02:30:00Z, 0.230
2019-01-28T02:31:00Z, 0.231
2019-01-28T02:32:00Z, 0.232
2019-01-28T02:33:00Z, 0.233
2019-01-28T02:34:00Z, 0.234
2019-01-28T02:35:00Z, 0.235
2019-01-28T02:36:00Z, 0.236
2019-01-28T02:37:00Z, 0.237
2019-01-28T02:38:00Z, 0.238
2019-01-28T02:39:00Z, 0.239
2019-01-28T02:40:00Z, 0.240
2019-01-28T02:41:00Z, 0.241
2019-01-28T02:42:00Z, 0.242
2019-01-28T02:43:00Z, 0.243
2019-01-28T02:44:00Z, 0.244
2019-01-28T02:45:00Z, 0.245
2019-01-28T02:46:00Z, 0.246
2019-01-28T02:47:00Z, 0.247
2019-01-28T02:48:00Z, 0.248
2019-01-28T02:49:00Z, 0.249
2019-01-28T02:50:00Z, 0.250
2019-01-28T02:51:00Z, 0.251
2019-01-28T02:52:00Z, 0.252
2019-01-28T02:53:00Z, 0.253
2019-01-28T02:54:00Z, 0.254
2019-01-28T02:55:00Z, 0.255
2019-01-28T02:56:00Z, 0.256
2019-01-28T02:57:00Z, 0.257
2019-01-28T02:58:00Z, 0.258
2019-01-28T02:59:00Z, 0.259
2019-01-28T03:00:00Z, 0.300
2019-01-28T03:01:00Z, 0.301
2019-01-28T03:02:00Z, 0.302
2019-01-28T03:03:00Z, 0.303
2019-01-28T03:04:00Z, 0.304
2019-01-28T03:05:00Z, 0.305
2019-01-28T03:06:00Z, 0.306
2019-01-28T03:07:00Z, 0.307
2019-01-28T03:08:00Z, 0.308
2019-01-28T03:09:00Z, 0.309
2019-01-28T03:10:00Z, 0.310
2019-01-28T03:11:00Z, 0.311
2019-01-28T03:12:00Z, 0.312
2019-01-28T03:13:00Z, 0.313
2019-01-28T03:14:00Z, 0.314
2019-01-28T03:15:00Z, 0.315
2019-01-28T03:16:00Z, 0.316
2019-01-28T03:17:00Z, 0.317
2019-01-28T03:18:00Z, 0.318
2019-01-28T03:19:00Z, 0.319
2019-01-28T03:20:00Z, 0.320
2019-01-28T03:21:00Z, 0.321
2019-01-28T03:22:00Z, 0.322
2019-01-28T03:23:00Z, 0.323
2019-01-28T03:24:00Z, 0.324
2019-01-28T03:25:00Z, 0.325
2019-01-28T03:26:00Z, 0.326
2019-01-28T03:27:00Z, 0.327
2019-01-28T03:28:00Z, 0.328
2019-01-28T03:29:00Z, 0.329
2019-01-28T03:30:00Z, 0.330
2019-01-28T03:31:00Z, 0.331
2019-01-28T03:32:00Z, 0.332
2019-01-28T03:33:00Z, 0.333
2019-01-28T03:34:00Z, 0.334
2019-01-28T03:35:00Z, 0.335
2019-01-28T03:36:00Z, 0.336
2019-01-28T03:37:00Z, 0.337
2019-01-28T03:38:00Z, 0.338
2019-01-28T03:39:00Z, 0.339
2019-01-28T03:40:00Z, 0.340
2019-01-28T03:41:00Z, 0.341
2019-01-28T03:42:00Z, 0.342
2019-01-28T03:43:00Z, 0.343
2019-01-28T03:44:00Z, 0.344
2019-01-28T03:45:00Z, 0.345
2019-01-28T03:46:00Z, 0.346
2019-01-28T03:47:00Z, 0.347
2019-01-28T03:48:00Z, 0.348
2019-01-28T03:49:00Z, 0.349
2019-01-28T03:50:00Z, 0.350
2019-01-28T03:51:00Z, 0.351
2019-01-28T03:52:00Z, 0.352
2019-01-28T03:53:00Z, 0.353
2019-01-28T03:54:00Z, 0.354
2019-01-28T03:55:00Z, 0.355
2019-01-28T03:56:00Z, 0.356
2019-01-28T03:57:00Z, 0.357
2019-01-28T03:58:00Z, 0.358
2019-01-28T03:59:00Z, 0.359
2019-01-28T04:00:00Z, 0.400
2019-01-28T04:01:00Z, 0.401
2019-01-28T04:02:00Z, 0.402
2019-01-28T04:03:00Z, 0.403
2019-01-28T04:04:00Z, 0.404
2019-01-28T04:05:00Z, 0.405
2019-01-28T04:06:00Z, 0.406
2019-01-28T04:07:00Z, 0.407
2019-01-28T04:08:00Z, 0.408
2019-01-28T04:09:00Z, 0.409
2019-01-28T04:10:00Z, 0.410
2019-01-28T04:11:00Z, 0.411
2019-01-28T04:12:00Z, 0.412
2019-01-28T04:13:00Z, 0.413
2019-01-28T04:14:00Z, 0.414
2019-01-28T04:15:00Z, 0.415
2019-01-28T04:16:00Z, 0.416
2019-01-28T04:17:00Z, 0.417
2019-01-28T04:18:00Z, 0.418
2019-01-28T04:19:00Z, 0.419
2019-01-28T04:20:00Z, 0.420
2019-01-28T04:21:00Z, 0.421
2019-01-28T04:22:00Z, 0.422
2019-01-28T04:23:00Z, 0.423
2019-01-28T04:24:00Z, 0.424
2019-01-28T04:25:00Z, 0.425
2019-01-28T04:26:00Z, 0.426
2019-01-28T04:27:00Z, 0.427
2019-01-28T04:28:00Z, 0.428
2019-01-28T04:29:00Z, 0.429
2019-01-28T04:30:00Z, 0.430
2019-01-28T04:31:00Z, 0.431
2019-01-28T04:32:00Z, 0.432
2019-01-28T04:33:00Z, 0.433
2019-01-28T04:34:00Z, 0.434
2019-01-28T04:35:00Z, 0.435
2019-01-28T04:36:00Z, 0.436
2019-01-28T04:37:00Z, 0.437
2019-01-28T04:38:00Z, 0.438
2019-01-28T04:39:00Z, 0.439
2019-01-28T04:40:00Z, 0.440
2019-01-28T04:41:00Z, 0.441
2019-01-28T04:42:00Z, 0.442
2019-01-28T04:43:00Z, 0.443
2019-01-28T04:44:00Z, 0.444
2019-01-28T04:45:00Z, 0.445
2019-01-28T04:46:00Z, 0.446
2019-01-28T04:47:00Z, 0.447
2019-01-28T04:48:00Z, 0.448
2019-01-28T04:49:00Z, 0.449
2019-01-28T04:50:00Z, 0.450
2019-01-28T04:51:00Z, 0.451
2019-01-28T04:52:00Z, 0.452
2019-01-28T04:53:00Z, 0.453
2019-01-28T04:54:00Z, 0.454
2019-01-28T04:55:00Z, 0.455
2019-01-28T04:56:00Z, 0.456
2019-01-28T04:57:00Z, 0.457
2019-01-28T04:58:00Z, 0.458
2019-01-28T04:59:00Z, 0.459
2019-01-28T05:00:00Z, 0.500
2019-01-28T05:01:00Z, 0.501
2019-01-28T05:02:00Z, 0.502
2019-01-28T05:03:00Z, 0.503
2019-01-28T05:04:00Z, 0.504
2019-01-28T05:05:00Z, 0.505
2019-01-28T05:06:00Z, 0.506
2019-01-28T05:07:00Z, 0.507
2019-01-28T05:08:00Z, 0.508
2019-01-28T05:09:00Z, 0.509
2019-01-28T05:10:00Z, 0.510
2019-01-28T05:11:00Z, 0.511
2019-01-28T05:12:00Z, 0.512
2019-01-28T05:13:00Z, 0.513
2019-01-28T05:14:00Z, 0.514
2019-01-28T05:15:00Z, 0.515
2019-01-28T05:16:00Z, 0.516
2019-01-28T05:17:00Z, 0.517
2019-01-28T05:18:00Z, 0.518
2019-01-28T05:19:00Z, 0.519
2019-01-28T05:20:00Z, 0.520
2019-01-28T05:21:00Z, 0.521
2019-01-28T05:22:00Z, 0.522
2019-01-28T05:23:00Z, 0.523
2019-01-28T05:24:00Z, 0.524
2019-01-28T05:25:00Z, 0.525
2019-01-28T05:26:00Z, 0.526
2019-01-28T05:27:00Z, 0.527
2019-01-28T05:28:00Z, 0.528
2019-01-28T05:29:00Z, 0.529
2019-01-28T05:30:00Z, 0.530
2019-01-28T05:31:00Z, 0.531
2019-01-28T05:32:00Z, 0.532
2019-01-28T05:33:00Z, 0.533
2019-01-28T05:34:00Z, 0.534
2019-01-28T05:35:00Z, 0.535
2019-01-28T05:36:00Z, 0.536
2019-01-28T05:37:00Z, 0.537
2019-01-28T05:38:00Z, 0.538
2019-01-28T05:39:00Z, 0.539
2019-01-28T05:40:00Z, 0.540
2019-01-28T05:41:00Z, 0.541
2019-01-28T05:42:00Z, 0.542
2019-01-28T05:43:00Z, 0.543
2019-01-28T05:44:00Z, 0.544
2019-01-28T05:45:00Z, 0.545
2019-01-28T05:46:00Z, 0.546
2019-01-28T05:47:00Z, 0.547
2019-01-28T05:48:00Z, 0.548
2019-01-28T05:49:00Z, 0.549
2019-01-28T05:50:00Z, 0.550
2019-01-28T05:51:00Z, 0.551
2019-01-28T05:52:00Z, 0.552
2019-01-28T05:53:00Z, 0.553
2019-01-28T05:54:00Z, 0.554
2019-01-28T05:55:00Z, 0.555
2019-01-28T05:56:00Z, 0.556
2019-01-28T05:57:00Z, 0.557
2019-01-28T05:58:00Z, 0.558
2019-01-28T05:59:00Z, 0.559
2019-01-28T06:00:00Z, 0.600
2019-01-28T06:01:00Z, 0.601
2019-01-28T06:02:00Z, 0.602
2019-01-28T06:03:00Z, 0.603
2019-01-28T06:04:00Z, 0.604
2019-01-28T06:05:00Z, 0.605
2019-01-28T06:06:00Z, 0.606
2019-01-28T06:07:00Z, 0.607
2019-01-28T06:08:00Z, 0.608
2019-01-28T06:09:00Z, 0.609
2019-01-28T06:10:00Z, 0.610
2019-01-28T06:11:00Z, 0.611
2019-01-28T06:12:00Z, 0.612
2019-01-28T06:13:00Z, 0.613
2019-01-28T06:14:00Z, 0.614
2019-01-28T06:15:00Z, 0.615
2019-01-28T06:16:00Z, 0.616
2019-01-28T06:17:00Z, 0.617
2019-01-28T06:18:00Z, 0.618
2019-01-28T06:19:00Z, 0.619
2019-01-28T06:20:00Z, 0.620
2019-01-28T06:21:00Z, 0.621
2019-01-28T06:22:00Z, 0.622
2019-01-28T06:23:00Z, 0.623
2019-01-28T06:24:00Z, 0.624
2019-01-28T06:25:00Z, 0.625
2019-01-28T06:26:00Z, 0.626
2019-01-28T06:27:00Z, 0.627
2019-01-28T06:28:00Z, 0.628
2019-01-28T06:29:00Z, 0.629
2019-01-28T06:30:00Z, 0.630
2019-01-28T06:31:00Z, 0.631
2019-01-28T06:32:00Z, 0.632
2019-01-28T06:33:00Z, 0.633
2019-01-28T06:34:00Z, 0.634
2019-01-28T06:35:00Z, 0.635
2019-01-28T06:36:00Z, 0.636
2019-01-28T06:37:00Z, 0.637
2019-01-28T06:38:00Z, 0.638
2019-01-28T06:39:00Z, 0.639
2019-01-28T06:40:00Z, 0.640
2019-01-28T06:41:00Z, 0.641
2019-01-28T06:42:00Z, 0.642
2019-01-28T06:43:00Z, 0.643
2019-01-28T06:44:00Z, 0.644
2019-01-28T06:45:00Z, 0.645
2019-01-28T06:46:00Z, 0.646
2019-01-28T06:47:00Z, 0.647
2019-01-28T06:48:00Z, 0.648
2019-01-28T06:49:00Z, 0.649
2019-01-28T06:50:00Z, 0.650
2019-01-28T06:51:00Z, 0.651
2019-01-28T06:52:00Z, 0.652
2019-01-28T06:53:00Z, 0.653
2019-01-28T06:54:00Z, 0.654
2019-01-28T06:55:00Z, 0.655
2019-01-28T06:56:00Z, 0.656
2019-01-28T06:57:00Z, 0.657
2019-01-28T06:58:00Z, 0.658
2019-01-28T06:59:00Z, 0.659
2019-01-28T07:00:00Z, 0.700
2019-01-28T07:01:00Z, 0.701
2019-01-28T07:02:00Z, 0.702
2019-01-28T07:03:00Z, 0.703
2019-01-28T07:04:00Z, 0.704
2019-01-28T07:05:00Z, 0.705
2019-01-28T07:06:00Z, 0.706
2019-01-28T07:07:00Z, 0.707
2019-01-28T07:08:00Z, 0.708
2019-01-28T07:09:00Z, 0.709
2019-01-28T07:10:00Z, 0.710
2019-01-28T07:11:00Z, 0.711
2019-01-28T07:12:00Z, 0.712
2019-01-28T07:13:00Z, 0.713
2019-01-28T07:14:00Z, 0.714
2019-01-28T07:15:00Z, 0.715
2019-01-28T07:16:00Z, 0.716
2019-01-28T07:17:00Z, 0.717
2019-01-28T07:18:00Z, 0.718
2019-01-28T07:19:00Z, 0.719
2019-01-28T07:20:00Z, 0.720
2019-01-28T07:21:00Z, 0.721
2019-01-28T07:22:00Z, 0.722
2019-01-28T07:23:00Z, 0.723
2019-01-28T07:24:00Z, 0.724
2019-01-28T07:25:00Z, 0.725
2019-01-28T07:26:00Z, 0.726
2019-01-28T07:27:00Z, 0.727
2019-01-28T07:28:00Z, 0.728
2019-01-28T07:29:00Z, 0.729
2019-01-28T07:30:00Z, 0.730
2019-01-28T07:31:00Z, 0.731
2019-01-28T07:32:00Z, 0.732
2019-01-28T07:33:00Z, 0.733
2019-01-28T07:34:00Z, 0.734
2019-01-28T07:35:00Z, 0.735
2019-01-28T07:36:00Z, 0.736
2019-01-28T07:37:00Z, 0.737
2019-01-28T07:38:00Z, 0.738
2019-01-28T07:39:00Z, 0.739
2019-01-28T07:40:00Z, 0.740
2019-01-28T07:41:00Z, 0.741
2019-01-28T07:42:00Z, 0.742
2019-01-28T07:43:00Z, 0.743
2019-01-28T07:44:00Z, 0.744
2019-01-28T07:45:00Z, 0.745
2019-01-28T07:46:00Z, 0.746
2019-01-28T07:47:00Z, 0.747
2019-01-28T07:48:00Z, 0.748
2019-01-28T07:49:00Z, 0.749
2019-01-28T07:50:00Z, 0.750
2019-01-28T07:51:00Z, 0.751
2019-01-28T07:52:00Z, 0.752
2019-01-28T07:53:00Z, 0.753
2019-01-28T07:54:00Z, 0.754
2019-01-28T07:55:00Z, 0.755
2019-01-28T07:56:00Z, 0.756
2019-01-28T07:57:00Z, 0.757
2019-01-28T07:58:00Z, 0.758
2019-01-28T07:59:00Z, 0.759
2019-01-28T08:00:00Z, 0.800
2019-01-28T08:01:00Z, 0.801
2019-01-28T08:02:00Z, 0.802
2019-01-28T08:03:00Z, 0.803
2019-01-28T08:04:00Z, 0.804
2019-01-28T08:05:00Z, 0.805
2019-01-28T08:06:00Z, 0.806
2019-01-28T08:07:00Z, 0.807
2019-01-28T08:08:00Z, 0.808
2019-01-28T08:09:00Z, 0.809
2019-01-28T08:10:00Z, 0.810
2019-01-28T08:11:00Z, 0.811
2019-01-28T08:12:00Z, 0.812
2019-01-28T08:13:00Z, 0.813
2019-01-28T08:14:00Z, 0.814
2019-01-28T08:15:00Z, 0.815
2019-01-28T08:16:00Z, 0.816
2019-01-28T08:17:00Z, 0.817
2019-01-28T08:18:00Z, 0.818
2019-01-28T08:19:00Z, 0.819
2019-01-28T08:20:00Z, 0.820
2019-01-28T08:21:00Z, 0.821
2019-01-28T08:22:00Z, 0.822
2019-01-28T08:23:00Z, 0.823
2019-01-28T08:24:00Z, 0.824
2019-01-28T08:25:00Z, 0.825
2019-01-28T08:26:00Z, 0.826
2019-01-28T08:27:00Z, 0.827
2019-01-28T08:28:00Z, 0.828
2019-01-28T08:29:00Z, 0.829
2019-01-28T08:30:00Z, 0.830
2019-01-28T08:31:00Z, 0.831
2019-01-28T08:32:00Z, 0.832
2019-01-28T08:33:00Z, 0.833
2019-01-28T08:34:00Z, 0.834
2019-01-28T08:35:00Z, 0.835
2019-01-28T08:36:00Z, 0.836
2019-01-28T08:37:00Z, 0.837
2019-01-28T08:38:00Z, 0.838
2019-01-28T08:39:00Z, 0.839
2019-01-28T08:40:00Z, 0.840
2019-01-28T08:41:00Z, 0.841
2019-01-28T08:42:00Z, 0.842
2019-01-28T08:43:00Z, 0.843
2019-01-28T08:44:00Z, 0.844
2019-01-28T08:45:00Z, 0.845
2019-01-28T08:46:00Z, 0.846
2019-01-28T08:47:00Z, 0.847
2019-01-28T08:48:00Z, 0.848
2019-01-28T08:49:00Z, 0.849
2019-01-28T08:50:00Z, 0.850
2019-01-28T08:51:00Z, 0.851
2019-01-28T08:52:00Z, 0.852
2019-01-28T08:53:00Z, 0.853
2019-01-28T08:54:00Z, 0.854
2019-01-28T08:55:00Z, 0.855
2019-01-28T08:56:00Z, 0.856
2019-01-28T08:57:00Z, 0.857
2019-01-28T08:58:00Z, 0.858
2019-01-28T08:59:00Z, 0.859
2019-01-28T09:00:00Z, 0.900
2019-01-28T09:01:00Z, 0.901
2019-01-28T09:02:00Z, 0.902
2019-01-28T09:03:00Z, 0.903
2019-01-28T09:04:00Z, 0.904
2019-01-28T09:05:00Z, 0.905
2019-01-28T09:06:00Z, 0.906
2019-01-28T09:07:00Z, 0.907
2019-01-28T09:08:00Z, 0.908
2019-01-28T09:09:00Z, 0.909
2019-01-28T09:10:00Z, 0.910
2019-01-28T09:11:00Z, 0.911
2019-01-28T09:12:00Z, 0.912
2019-01-28T09:13:00Z, 0.913
2019-01-28T09:14:00Z, 0.914
2019-01-28T09:15:00Z, 0.915
2019-01-28T09:16:00Z, 0.916
2019-01-28T09:17:00Z, 0.917
2019-01-28T09:18:00Z, 0.918
2019-01-28T09:19:00Z, 0.919
2019-01-28T09:20:00Z, 0.920
2019-01-28T09:21:00Z, 0.921
2019-01-28T09:22:00Z, 0.922
2019-01-28T09:23:00Z, 0.923
2019-01-28T09:24:00Z, 0.924
2019-01-28T09:25:00Z, 0.925
2019-01-28T09:26:00Z, 0.926
2019-01-28T09:27:00Z, 0.927
2019-01-28T09:28:00Z, 0.928
2019-01-28T09:29:00Z, 0.929
2019-01-28T09:30:00Z, 0.930
2019-01-28T09:31:00Z, 0.931
2019-01-28T09:32:00Z, 0.932
2019-01-28T09:33:00Z, 0.933
2019-01-28T09:34:00Z, 0.934
2019-01-28T09:35:00Z, 0.935
2019-01-28T09:36:00Z, 0.936
2019-01-28T09:37:00Z, 0.937
2019-01-28T09:38:00Z, 0.938
2019-01-28T09:39:00Z, 0.939
2019-01-28T09:40:00Z, 0.940
2019-01-28T09:41:00Z, 0.941
2019-01-28T09:42:00Z, 0.942
2019-01-28T09:43:00Z, 0.943
2019-01-28T09:44:00Z, 0.944
2019-01-28T09:45:00Z, 0.945
2019-01-28T09:46:00Z, 0.946
2019-01-28T09:47:00Z, 0.947
2019-01-28T09:48:00Z, 0.948
2019-01-28T09:49:00Z, 0.949
2019-01-28T09:50:00Z, 0.950
2019-01-28T09:51:00Z, 0.951
2019-01-28T09:52:00Z, 0.952
2019-01-28T09:53:00Z, 0.953
2019-01-28T09:54:00Z, 0.954
2019-01-28T09:55:00Z, 0.955
2019-01-28T09:56:00Z, 0.956
2019-01-28T09:57:00Z, 0.957
2019-01-28T09:58:00Z, 0.958
2019-01-28T09:59:00Z, 0.959
2019-01-28T10:00:00Z, 1.000
2019-01-28T10:01:00Z, 1.001
2019-01-28T10:02:00Z, 1.002
2019-01-28T10:03:00Z, 1.003
2019-01-28T10:04:00Z, 1.004
2019-01-28T10:05:00Z, 1.005
2019-01-28T10:06:00Z, 1.006
2019-01-28T10:07:00Z, 1.007
2019-01-28T10:08:00Z, 1.008
2019-01-28T10:09:00Z, 1.009
2019-01-28T10:10:00Z, 1.010
2019-01-28T10:11:00Z, 1.011
2019-01-28T10:12:00Z, 1.012
2019-01-28T10:13:00Z, 1.013
2019-01-28T10:14:00Z, 1.014
2019-01-28T10:15:00Z, 1.015
2019-01-28T10:16:00Z, 1.016
2019-01-28T10:17:00Z, 1.017
2019-01-28T10:18:00Z, 1.018
2019-01-28T10:19:00Z, 1.019
2019-01-28T10:20:00Z, 1.020
2019-01-28T10:21:00Z, 1.021
2019-01-28T10:22:00Z, 1.022
2019-01-28T10:23:00Z, 1.023
2019-01-28T10:24:00Z, 1.024
2019-01-28T10:25:00Z, 1.025
2019-01-28T10:26:00Z, 1.026
2019-01-28T10:27:00Z, 1.027
2019-01-28T10:28:00Z, 1.028
2019-01-28T10:29:00Z, 1.029
2019-01-28T10:30:00Z, 1.030
2019-01-28T10:31:00Z, 1.031
2019-01-28T10:32:00Z, 1.032
2019-01-28T10:33:00Z, 1.033
2019-01-28T10:34:00Z, 1.034
2019-01-28T10:35:00Z, 1.035
2019-01-28T10:36:00Z, 1.036
2019-01-28T10:37:00Z, 1.037
2019-01-28T10:38:00Z, 1.038
2019-01-28T10:39:00Z, 1.039
2019-01-28T10:40:00Z, 1.040
2019-01-28T10:41:00Z, 1.041
2019-01-28T10:42:00Z, 1.042
2019-01-28T10:43:00Z, 1.043
2019-01-28T10:44:00Z, 1.044
2019-01-28T10:45:00Z, 1.045
2019-01-28T10:46:00Z, 1.046
2019-01-28T10:47:00Z, 1.047
2019-01-28T10:48:00Z, 1.048
2019-01-28T10:49:00Z, 1.049
2019-01-28T10:50:00Z, 1.050
2019-01-28T10:51:00Z, 1.051
2019-01-28T10:52:00Z, 1.052
2019-01-28T10:53:00Z, 1.053
2019-01-28T10:54:00Z, 1.054
2019-01-28T10:55:00Z, 1.055
2019-01-28T10:56:00Z, 1.056
2019-01-28T10:57:00Z, 1.057
2019-01-28T10:58:00Z, 1.058
2019-01-28T10:59:00Z, 1.059
2019-01-28T11:00:00Z, 1.100
2019-01-28T11:01:00Z, 1.101
2019-01-28T11:02:00Z, 1.102
2019-01-28T11:03:00Z, 1.103
2019-01-28T11:04:00Z, 1.104
2019-01-28T11:05:00Z, 1.105
2019-01-28T11:06:00Z, 1.106
2019-01-28T11:07:00Z, 1.107
2019-01-28T11:08:00Z, 1.108
2019-01-28T11:09:00Z, 1.109
2019-01-28T11:10:00Z, 1.110
2019-01-28T11:11:00Z, 1.111
2019-01-28T11:12:00Z, 1.112
2019-01-28T11:13:00Z, 1.113
2019-01-28T11:14:00Z, 1.114
2019-01-28T11:15:00Z, 1.115
2019-01-28T11:16:00Z, 1.116
2019-01-28T11:17:00Z, 1.117
2019-01-28T11:18:00Z, 1.118
2019-01-28T11:19:00Z, 1.119
2019-01-28T11:20:00Z, 1.120
2019-01-28T11:21:00Z, 1.121
2019-01-28T11:22:00Z, 1.122
2019-01-28T11:23:00Z, 1.123
2019-01-28T11:24:00Z, 1.124
2019-01-28T11:25:00Z, 1.125
2019-01-28T11:26:00Z, 1.126
2019-01-28T11:27:00Z, 1.127
2019-01-28T11:28:00Z, 1.128
2019-01-28T11:29:00Z, 1.129
2019-01-28T11:30:00Z, 1.130
2019-01-28T11:31:00Z, 1.131
2019-01-28T11:32:00Z, 1.132
2019-01-28T11:33:00Z, 1.133
2019-01-28T11:34:00Z, 1.134
2019-01-28T11:35:00Z, 1.135
2019-01-28T11:36:00Z, 1.136
2019-01-28T11:37:00Z, 1.137
